date,ticker,company_name,price
20251230,4568.T,Daiichi Sankyo,3303.436279296875
20251230,7011.T,Mitsubishi Heavy Industries,3829.93212890625
20251230,8035.T,Tokyo Electron,34025.62890625
20251230,JAPAN_ETF,Japan Equity ETF (EWJ proxy),80.9800033569336
20251231,JAPAN_ETF,Japan Equity ETF (EWJ proxy),80.73999786376953
20260102,JAPAN_ETF,Japan Equity ETF (EWJ proxy),81.33000183105469
20260105,4568.T,Daiichi Sankyo,3483.013671875
20260105,7011.T,Mitsubishi Heavy Industries,4151.087890625
20260105,8035.T,Tokyo Electron,36613.2421875
20260105,JAPAN_ETF,Japan Equity ETF (EWJ proxy),83.12999725341797
20260106,4568.T,Daiichi Sankyo,3405.065185546875
20260106,7011.T,Mitsubishi Heavy Industries,4248.8310546875
20260106,8035.T,Tokyo Electron,37029.640625
20260106,JAPAN_ETF,Japan Equity ETF (EWJ proxy),83.06999969482422
20260107,4568.T,Daiichi Sankyo,3423.8125
20260107,7011.T,Mitsubishi Heavy Industries,4152.08544921875
20260107,8035.T,Tokyo Electron,37842.60546875
20260107,JAPAN_ETF,Japan Equity ETF (EWJ proxy),82.91999816894531
20260108,4568.T,Daiichi Sankyo,3489.920654296875
20260108,7011.T,Mitsubishi Heavy Industries,4250.82568359375
20260108,8035.T,Tokyo Electron,36325.73046875
20260108,JAPAN_ETF,Japan Equity ETF (EWJ proxy),82.86000061035156
20260109,4568.T,Daiichi Sankyo,3494.85400390625
20260109,7011.T,Mitsubishi Heavy Industries,4255.8125
20260109,8035.T,Tokyo Electron,37584.8359375
20260109,JAPAN_ETF,Japan Equity ETF (EWJ proxy),84.61000061035156
20260112,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.29000091552734
20260113,4568.T,Daiichi Sankyo,3492.880615234375
20260113,7011.T,Mitsubishi Heavy Industries,4464.2646484375
20260113,8035.T,Tokyo Electron,40678.078125
20260113,JAPAN_ETF,Japan Equity ETF (EWJ proxy),84.44999694824219
20260114,4568.T,Daiichi Sankyo,3344.877197265625
20260114,7011.T,Mitsubishi Heavy Industries,4697.6513671875
20260114,8035.T,Tokyo Electron,41947.09765625
20260114,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.04000091552734
20260115,4568.T,Daiichi Sankyo,3355.730712890625
20260115,7011.T,Mitsubishi Heavy Industries,4787.4150390625
20260115,8035.T,Tokyo Electron,42224.6953125
20260115,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.41999816894531
20260116,4568.T,Daiichi Sankyo,3264.955322265625
20260116,7011.T,Mitsubishi Heavy Industries,4647.7822265625
20260116,8035.T,Tokyo Electron,41788.46875
20260116,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.4800033569336
20260119,4568.T,Daiichi Sankyo,3226.474609375
20260119,7011.T,Mitsubishi Heavy Industries,4867.20556640625
20260119,8035.T,Tokyo Electron,41818.2109375
20260120,4568.T,Daiichi Sankyo,3177.14013671875
20260120,7011.T,Mitsubishi Heavy Industries,4800.38134765625
20260120,8035.T,Tokyo Electron,40727.6484375
20260120,JAPAN_ETF,Japan Equity ETF (EWJ proxy),83.72000122070312
20260121,4568.T,Daiichi Sankyo,3138.6591796875
20260121,7011.T,Mitsubishi Heavy Industries,4782.42822265625
20260121,8035.T,Tokyo Electron,40856.53125
20260121,JAPAN_ETF,Japan Equity ETF (EWJ proxy),84.77999877929688
20260122,4568.T,Daiichi Sankyo,3097.21826171875
20260122,7011.T,Mitsubishi Heavy Industries,4684.68505859375
20260122,8035.T,Tokyo Electron,42135.46875
20260122,JAPAN_ETF,Japan Equity ETF (EWJ proxy),84.86000061035156
20260123,4568.T,Daiichi Sankyo,3091.298095703125
20260123,7011.T,Mitsubishi Heavy Industries,4588.93701171875
20260123,8035.T,Tokyo Electron,41362.15625
20260123,JAPAN_ETF,Japan Equity ETF (EWJ proxy),84.55999755859375
20260126,4568.T,Daiichi Sankyo,3078.47119140625
20260126,7011.T,Mitsubishi Heavy Industries,4547.046875
20260126,8035.T,Tokyo Electron,40737.5625
20260126,JAPAN_ETF,Japan Equity ETF (EWJ proxy),84.62999725341797
20260127,4568.T,Daiichi Sankyo,3003.482666015625
20260127,7011.T,Mitsubishi Heavy Industries,4538.07080078125
20260127,8035.T,Tokyo Electron,41768.640625
20260127,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.83999633789062
20260128,4568.T,Daiichi Sankyo,2889.026611328125
20260128,7011.T,Mitsubishi Heavy Industries,4422.375
20260128,8035.T,Tokyo Electron,43424.31640625
20260128,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.20999908447266
20260129,4568.T,Daiichi Sankyo,2891.98681640625
20260129,7011.T,Mitsubishi Heavy Industries,4516.12841796875
20260129,8035.T,Tokyo Electron,40975.50390625
20260129,JAPAN_ETF,Japan Equity ETF (EWJ proxy),86.08999633789062
20260130,4568.T,Daiichi Sankyo,2798.251220703125
20260130,7011.T,Mitsubishi Heavy Industries,4507.15185546875
20260130,8035.T,Tokyo Electron,40955.67578125
20260130,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.72000122070312
20260202,4568.T,Daiichi Sankyo,2877.6796875
20260202,7011.T,Mitsubishi Heavy Industries,4493.1884765625
20260202,8035.T,Tokyo Electron,39319.828125
20260202,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.88999938964844
20260203,4568.T,Daiichi Sankyo,2895.93359375
20260203,7011.T,Mitsubishi Heavy Industries,4635.81396484375
20260203,8035.T,Tokyo Electron,41203.53125
20260203,JAPAN_ETF,Japan Equity ETF (EWJ proxy),86.68000030517578
20260204,4568.T,Daiichi Sankyo,2868.30615234375
20260204,7011.T,Mitsubishi Heavy Industries,4743.53076171875
20260204,8035.T,Tokyo Electron,40350.90625
20260204,JAPAN_ETF,Japan Equity ETF (EWJ proxy),87.48999786376953
20260205,4568.T,Daiichi Sankyo,2894.94677734375
20260205,7011.T,Mitsubishi Heavy Industries,4674.71142578125
20260205,8035.T,Tokyo Electron,39646.99609375
20260205,JAPAN_ETF,Japan Equity ETF (EWJ proxy),86.0999984741211
20260206,4568.T,Daiichi Sankyo,2830.81201171875
20260206,7011.T,Mitsubishi Heavy Industries,4805.3681640625
20260206,8035.T,Tokyo Electron,40678.078125
20260206,JAPAN_ETF,Japan Equity ETF (EWJ proxy),89.4000015258789
20260209,4568.T,Daiichi Sankyo,2912.707275390625
20260209,7011.T,Mitsubishi Heavy Industries,4956.9697265625
20260209,8035.T,Tokyo Electron,40251.765625
20260209,JAPAN_ETF,Japan Equity ETF (EWJ proxy),91.29000091552734
20260210,4568.T,Daiichi Sankyo,2943.7880859375
20260210,7011.T,Mitsubishi Heavy Industries,5093.6103515625
20260210,8035.T,Tokyo Electron,41144.046875
20260210,JAPAN_ETF,Japan Equity ETF (EWJ proxy),93.0999984741211
20260211,JAPAN_ETF,Japan Equity ETF (EWJ proxy),93.97000122070312
20260212,4568.T,Daiichi Sankyo,2867.319580078125
20260212,7011.T,Mitsubishi Heavy Industries,4981.90380859375
20260212,8035.T,Tokyo Electron,40945.76171875
20260212,JAPAN_ETF,Japan Equity ETF (EWJ proxy),93.37000274658203
20260213,4568.T,Daiichi Sankyo,2898.400146484375
20260213,7011.T,Mitsubishi Heavy Industries,5017.8095703125
20260213,8035.T,Tokyo Electron,41629.84375
20260213,JAPAN_ETF,Japan Equity ETF (EWJ proxy),93.8499984741211
20260216,4568.T,Daiichi Sankyo,2915.667236328125
20260216,7011.T,Mitsubishi Heavy Industries,4946.99560546875
20260216,8035.T,Tokyo Electron,41025.07421875
20260217,4568.T,Daiichi Sankyo,2911.227294921875
20260217,7011.T,Mitsubishi Heavy Industries,4807.36279296875
20260217,8035.T,Tokyo Electron,41788.46875
20260217,JAPAN_ETF,Japan Equity ETF (EWJ proxy),91.87000274658203
20260218,4568.T,Daiichi Sankyo,2899.88037109375
20260218,7011.T,Mitsubishi Heavy Industries,4939.0166015625
20260218,8035.T,Tokyo Electron,43017.8359375
20260218,JAPAN_ETF,Japan Equity ETF (EWJ proxy),91.37999725341797
20260219,4568.T,Daiichi Sankyo,2901.853759765625
20260219,7011.T,Mitsubishi Heavy Industries,4939.0166015625
20260219,8035.T,Tokyo Electron,44247.19921875
20260219,JAPAN_ETF,Japan Equity ETF (EWJ proxy),91.19999694824219
20260220,4568.T,Daiichi Sankyo,2879.653076171875
20260220,7011.T,Mitsubishi Heavy Industries,4951.982421875
20260220,8035.T,Tokyo Electron,43582.9453125
20260220,JAPAN_ETF,Japan Equity ETF (EWJ proxy),91.47000122070312
20260223,JAPAN_ETF,Japan Equity ETF (EWJ proxy),91.38999938964844
20260224,4568.T,Daiichi Sankyo,2938.361083984375
20260224,7011.T,Mitsubishi Heavy Industries,4798.38623046875
20260224,8035.T,Tokyo Electron,43999.34375
20260224,JAPAN_ETF,Japan Equity ETF (EWJ proxy),91.2300033569336
20260225,4568.T,Daiichi Sankyo,2955.628173828125
20260225,7011.T,Mitsubishi Heavy Industries,4739.541015625
20260225,8035.T,Tokyo Electron,45833.4765625
20260225,JAPAN_ETF,Japan Equity ETF (EWJ proxy),92.44000244140625
20260226,4568.T,Daiichi Sankyo,3010.389404296875
20260226,7011.T,Mitsubishi Heavy Industries,4888.150390625
20260226,8035.T,Tokyo Electron,44921.3671875
20260226,JAPAN_ETF,Japan Equity ETF (EWJ proxy),92.4800033569336
20260227,4568.T,Daiichi Sankyo,3023.216552734375
20260227,7011.T,Mitsubishi Heavy Industries,5000.85400390625
20260227,8035.T,Tokyo Electron,43632.515625
20260227,JAPAN_ETF,Japan Equity ETF (EWJ proxy),92.37000274658203
20260302,4568.T,Daiichi Sankyo,2896.4267578125
20260302,7011.T,Mitsubishi Heavy Industries,5181.37939453125
20260302,8035.T,Tokyo Electron,43156.6328125
20260302,JAPAN_ETF,Japan Equity ETF (EWJ proxy),90.19999694824219
20260303,4568.T,Daiichi Sankyo,2801.21142578125
20260303,7011.T,Mitsubishi Heavy Industries,4909.09521484375
20260303,8035.T,Tokyo Electron,42234.609375
20260303,JAPAN_ETF,Japan Equity ETF (EWJ proxy),86.83000183105469
20260304,4568.T,Daiichi Sankyo,2772.597412109375
20260304,7011.T,Mitsubishi Heavy Industries,4614.86865234375
20260304,8035.T,Tokyo Electron,40340.9921875
20260304,JAPAN_ETF,Japan Equity ETF (EWJ proxy),88.58999633789062
20260305,4568.T,Daiichi Sankyo,2806.144775390625
20260305,7011.T,Mitsubishi Heavy Industries,4756.49658203125
20260305,8035.T,Tokyo Electron,41362.15625
20260305,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.88999938964844
20260306,4568.T,Daiichi Sankyo,2828.838623046875
20260306,7011.T,Mitsubishi Heavy Industries,4748.517578125
20260306,8035.T,Tokyo Electron,41431.55859375
20260306,JAPAN_ETF,Japan Equity ETF (EWJ proxy),84.7699966430664
20260309,4568.T,Daiichi Sankyo,2811.078125
20260309,7011.T,Mitsubishi Heavy Industries,4567.9921875
20260309,8035.T,Tokyo Electron,38586.17578125
20260309,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.63999938964844
20260310,4568.T,Daiichi Sankyo,2808.1181640625
20260310,7011.T,Mitsubishi Heavy Industries,4635.81396484375
20260310,8035.T,Tokyo Electron,39686.65234375
20260310,JAPAN_ETF,Japan Equity ETF (EWJ proxy),86.45999908447266
20260311,4568.T,Daiichi Sankyo,2816.505126953125
20260311,7011.T,Mitsubishi Heavy Industries,4603.8974609375
20260311,8035.T,Tokyo Electron,40182.36328125
20260311,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.7300033569336
20260312,4568.T,Daiichi Sankyo,2861.3994140625
20260312,7011.T,Mitsubishi Heavy Industries,4768.46484375
20260312,8035.T,Tokyo Electron,39409.0546875
20260312,JAPAN_ETF,Japan Equity ETF (EWJ proxy),84.19000244140625
20260313,4568.T,Daiichi Sankyo,2780.984130859375
20260313,7011.T,Mitsubishi Heavy Industries,4732.5595703125
20260313,8035.T,Tokyo Electron,38011.1484375
20260313,JAPAN_ETF,Japan Equity ETF (EWJ proxy),83.36000061035156
20260316,4568.T,Daiichi Sankyo,2736.583251953125
20260316,7011.T,Mitsubishi Heavy Industries,4779.43603515625
20260316,8035.T,Tokyo Electron,38814.203125
20260316,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.06999969482422
20260317,4568.T,Daiichi Sankyo,2898.8935546875
20260317,7011.T,Mitsubishi Heavy Industries,4868.20263671875
20260317,8035.T,Tokyo Electron,38447.375
20260317,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.08000183105469
20260318,4568.T,Daiichi Sankyo,2937.37451171875
20260318,7011.T,Mitsubishi Heavy Industries,4986.890625
20260318,8035.T,Tokyo Electron,39944.421875
20260318,JAPAN_ETF,Japan Equity ETF (EWJ proxy),84.1500015258789
20260319,4568.T,Daiichi Sankyo,2864.359375
20260319,7011.T,Mitsubishi Heavy Industries,4835.28955078125
20260319,8035.T,Tokyo Electron,38992.65625
20260319,JAPAN_ETF,Japan Equity ETF (EWJ proxy),84.08000183105469
20260320,JAPAN_ETF,Japan Equity ETF (EWJ proxy),81.19999694824219
20260323,4568.T,Daiichi Sankyo,2921.58740234375
20260323,7011.T,Mitsubishi Heavy Industries,4505.1572265625
20260323,8035.T,Tokyo Electron,37971.4921875
20260323,JAPAN_ETF,Japan Equity ETF (EWJ proxy),83.55000305175781
20260324,4568.T,Daiichi Sankyo,2969.935302734375
20260324,7011.T,Mitsubishi Heavy Industries,4418.38525390625
20260324,8035.T,Tokyo Electron,38794.375
20260324,JAPAN_ETF,Japan Equity ETF (EWJ proxy),83.27999877929688
20260325,4568.T,Daiichi Sankyo,2934.414306640625
20260325,7011.T,Mitsubishi Heavy Industries,4535.07861328125
20260325,8035.T,Tokyo Electron,40013.82421875
20260325,JAPAN_ETF,Japan Equity ETF (EWJ proxy),84.75
20260326,4568.T,Daiichi Sankyo,2836.23876953125
20260326,7011.T,Mitsubishi Heavy Industries,4499.1728515625
20260326,8035.T,Tokyo Electron,40182.36328125
20260326,JAPAN_ETF,Japan Equity ETF (EWJ proxy),82.70999908447266
20260327,4568.T,Daiichi Sankyo,2891.0
20260327,7011.T,Mitsubishi Heavy Industries,4565.0
20260327,8035.T,Tokyo Electron,38953.0
20260327,JAPAN_ETF,Japan Equity ETF (EWJ proxy),81.43000030517578
20260330,4568.T,Daiichi Sankyo,2816.5
20260330,7011.T,Mitsubishi Heavy Industries,4418.0
20260330,8035.T,Tokyo Electron,38840.0
20260330,JAPAN_ETF,Japan Equity ETF (EWJ proxy),81.5199966430664
20260331,4568.T,Daiichi Sankyo,2766.0
20260331,7011.T,Mitsubishi Heavy Industries,4223.0
20260331,8035.T,Tokyo Electron,37230.0
20260331,JAPAN_ETF,Japan Equity ETF (EWJ proxy),84.44000244140625
20260401,4568.T,Daiichi Sankyo,2887.0
20260401,7011.T,Mitsubishi Heavy Industries,4590.0
20260401,8035.T,Tokyo Electron,39280.0
20260401,JAPAN_ETF,Japan Equity ETF (EWJ proxy),86.4800033569336
20260402,4568.T,Daiichi Sankyo,2888.5
20260402,7011.T,Mitsubishi Heavy Industries,4711.0
20260402,8035.T,Tokyo Electron,38020.0
20260402,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.29000091552734
20260403,4568.T,Daiichi Sankyo,2863.5
20260403,7011.T,Mitsubishi Heavy Industries,4803.0
20260403,8035.T,Tokyo Electron,38420.0
20260406,4568.T,Daiichi Sankyo,2858.0
20260406,7011.T,Mitsubishi Heavy Industries,4735.0
20260406,8035.T,Tokyo Electron,38370.0
20260406,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.56999969482422
20260407,4568.T,Daiichi Sankyo,2873.0
20260407,7011.T,Mitsubishi Heavy Industries,4784.0
20260407,8035.T,Tokyo Electron,38440.0
20260407,JAPAN_ETF,Japan Equity ETF (EWJ proxy),85.51000213623047
20260408,4568.T,Daiichi Sankyo,2832.5
20260408,7011.T,Mitsubishi Heavy Industries,4850.0
20260408,8035.T,Tokyo Electron,42410.0
20260408,JAPAN_ETF,Japan Equity ETF (EWJ proxy),89.41000366210938
20260409,4568.T,Daiichi Sankyo,2806.5
20260409,7011.T,Mitsubishi Heavy Industries,4781.0
20260409,8035.T,Tokyo Electron,42190.0
20260409,JAPAN_ETF,Japan Equity ETF (EWJ proxy),88.22000122070312
20260410,4568.T,Daiichi Sankyo,2772.5
20260410,7011.T,Mitsubishi Heavy Industries,4745.0
20260410,8035.T,Tokyo Electron,44040.0
20260410,JAPAN_ETF,Japan Equity ETF (EWJ proxy),88.12999725341797
